time	V(voutp)
0.000000000000000e+000	0.000000e+000
9.765624960978488e-015	0.000000e+000
1.953124992195698e-014	0.000000e+000
1.562499993756558e-013	0.000000e+000
3.124999987513116e-013	0.000000e+000
6.249999975026233e-013	0.000000e+000
1.249999995005247e-012	0.000000e+000
2.499999990010493e-012	0.000000e+000
4.999999980020986e-012	0.000000e+000
9.999999960041972e-012	0.000000e+000
1.589258984314462e-011	0.000000e+000
2.381128180450170e-011	0.000000e+000
3.359581694824183e-011	0.000000e+000
4.921469126694891e-011	0.000000e+000
5.848048029286536e-011	0.000000e+000
7.112118940870970e-011	0.000000e+000
8.070478734789254e-011	0.000000e+000
9.235807962393271e-011	0.000000e+000
1.036010617604883e-010	0.000000e+000
1.222188822715392e-010	0.000000e+000
1.443621326504906e-010	0.000000e+000
1.849638531564275e-010	0.000000e+000
2.443917112709374e-010	0.000000e+000
3.632474274999570e-010	0.000000e+000
6.009588599579963e-010	0.000000e+000
7.809588599579963e-010	0.000000e+000
8.409588599579963e-010	0.000000e+000
8.800000000000000e-010	0.000000e+000
9.219177199159929e-010	0.000000e+000
9.638354398319856e-010	0.000000e+000
1.000000000000000e-009	0.000000e+000
1.001681431742257e-009	0.000000e+000
1.005044295226771e-009	0.000000e+000
1.011770022195800e-009	0.000000e+000
1.021581373625021e-009	0.000000e+000
1.033475510043729e-009	0.000000e+000
1.046176838129696e-009	0.000000e+000
1.048564458607795e-009	0.000000e+000
1.053339699563993e-009	0.000000e+000
1.060000000000000e-009	0.000000e+000
1.060666030043601e-009	0.000000e+000
1.061998090130802e-009	0.000000e+000
1.064662210305205e-009	0.000000e+000
1.069990450654010e-009	0.000000e+000
1.079893752487574e-009	0.000000e+000
1.097171152310694e-009	0.000000e+000
1.131725951956933e-009	0.000000e+000
1.200835551249411e-009	0.000000e+000
1.336870557616727e-009	0.000000e+000
1.382518191917153e-009	0.000000e+000
1.412760389312762e-009	0.000000e+000
1.439328102765462e-009	0.000000e+000
1.470621812562068e-009	0.000000e+000
1.504967871201391e-009	0.000000e+000
1.543204584982667e-009	0.000000e+000
1.587452937226453e-009	0.000000e+000
1.641794478316954e-009	0.000000e+000
1.700030047248954e-009	0.000000e+000
1.784092629710725e-009	0.000000e+000
1.860456431161877e-009	0.000000e+000
1.971241456551994e-009	0.000000e+000
2.078343560799199e-009	0.000000e+000
2.195553713642863e-009	0.000000e+000
2.337317946228051e-009	0.000000e+000
2.620846411398427e-009	0.000000e+000
3.187903341739180e-009	0.000000e+000
4.164465841739179e-009	0.000000e+000
5.141028341739179e-009	0.000000e+000
5.321028341739180e-009	0.000000e+000
5.561028341739181e-009	0.000000e+000
5.617943316521634e-009	0.000000e+000
5.693829949564906e-009	0.000000e+000
5.845603215651450e-009	0.000000e+000
5.905603215651450e-009	0.000000e+000
5.940000000000000e-009	0.000000e+000
5.991206431302901e-009	0.000000e+000
6.000000000000000e-009	0.000000e+000
6.017587137394198e-009	0.000000e+000
6.024825725211604e-009	0.000000e+000
6.039302900846416e-009	0.000000e+000
6.060000000000000e-009	0.000000e+000
6.061535430203015e-009	0.000000e+000
6.064606290609045e-009	0.000000e+000
6.070748011421105e-009	0.000000e+000
6.083031453045226e-009	0.000000e+000
6.096844794847632e-009	0.000000e+000
6.103447985619937e-009	0.000000e+000
6.106793618455390e-009	0.000000e+000
6.113484884126295e-009	0.000000e+000
6.120000000000000e-009	0.000000e+000
6.120651511587371e-009	0.000000e+000
6.121954534762112e-009	0.000000e+000
6.124560581111595e-009	0.000000e+000
6.129772673810559e-009	0.000000e+000
6.140196859208488e-009	0.000000e+000
6.152271372999928e-009	0.000000e+000
6.166568462823859e-009	0.000000e+000
6.177000543206772e-009	0.000000e+000
6.188740016429894e-009	0.000000e+000
6.199480978972310e-009	0.000000e+000
6.211647020973857e-009	0.000000e+000
6.221944207900958e-009	0.000000e+000
6.230005305327039e-009	0.000000e+000
6.239831229981369e-009	0.000000e+000
6.249165226650482e-009	0.000000e+000
6.261504017016530e-009	0.000000e+000
6.272722443811546e-009	0.000000e+000
6.289529847401510e-009	0.000000e+000
6.309373020439966e-009	0.000000e+000
6.344824814913323e-009	0.000000e+000
6.395637305502677e-009	0.000000e+000
6.497262286681385e-009	0.000000e+000
6.700512249038801e-009	0.000000e+000
7.107012173753634e-009	0.000000e+000
7.920012023183298e-009	0.000000e+000
8.896574523183299e-009	0.000000e+000
9.873137023183299e-009	0.000000e+000
1.094096144360083e-008	0.000000e+000
1.100000000000000e-008	0.000000e+000
1.100167039545581e-008	0.000000e+000
1.100501118636741e-008	0.000000e+000
1.101169276819063e-008	0.000000e+000
1.102169768193904e-008	0.000000e+000
1.103364592702627e-008	0.000000e+000
1.104529066960927e-008	0.000000e+000
1.104734880195051e-008	0.000000e+000
1.105146506663298e-008	0.000000e+000
1.105969759599793e-008	0.000000e+000
1.106000000000000e-008	0.000000e+000
1.106021635499362e-008	0.000000e+000
1.106064906498086e-008	0.000000e+000
1.106151448495534e-008	0.000000e+000
1.106324532490430e-008	0.000000e+000
1.106670700480222e-008	0.000000e+000
1.107363036459806e-008	0.000000e+000
1.108693451387186e-008	0.000000e+000
1.111354281241946e-008	0.000000e+000
1.116675940951467e-008	0.000000e+000
1.126568785955771e-008	0.000000e+000
1.135387480754330e-008	0.000000e+000
1.139306858325230e-008	0.000000e+000
1.141968483976014e-008	0.000000e+000
1.145160236751074e-008	0.000000e+000
1.148431422666108e-008	0.000000e+000
1.152195284690213e-008	0.000000e+000
1.156120775851664e-008	0.000000e+000
1.161560450097314e-008	0.000000e+000
1.166656025040974e-008	0.000000e+000
1.173182079900154e-008	0.000000e+000
1.181498812357844e-008	0.000000e+000
1.190447668148906e-008	0.000000e+000
1.200690133948619e-008	0.000000e+000
1.211445835585695e-008	0.000000e+000
1.222959634923998e-008	0.000000e+000
1.245987233600604e-008	0.000000e+000
1.292042430953815e-008	0.000000e+000
1.384152825660239e-008	0.000000e+000
1.481809075660239e-008	0.000000e+000
1.508343750000000e-008	0.000000e+000
1.552930651320478e-008	0.000000e+000
1.558930651320478e-008	0.000000e+000
1.570930651320477e-008	0.000000e+000
1.582000000000001e-008	0.000000e+000
1.583861302640951e-008	0.000000e+000
1.587583907922852e-008	0.000000e+000
1.595029118486652e-008	0.000000e+000
1.600000000000000e-008	0.000000e+000
1.606000000000000e-008	0.000000e+000
1.606146695519298e-008	0.000000e+000
1.606440086557894e-008	0.000000e+000
1.607026868635087e-008	0.000000e+000
1.608200432789472e-008	0.000000e+000
1.609628617068590e-008	0.000000e+000
1.610339464219034e-008	0.000000e+000
1.610578305699112e-008	0.000000e+000
1.611055988659266e-008	0.000000e+000
1.612000000000000e-008	0.000000e+000
1.612094401134073e-008	0.000000e+000
1.612283203402220e-008	0.000000e+000
1.612660807938513e-008	0.000000e+000
1.613416017011100e-008	0.000000e+000
1.614708876372123e-008	0.000000e+000
1.616071541433570e-008	0.000000e+000
1.617230787032659e-008	0.000000e+000
1.618341004514856e-008	0.000000e+000
1.619577116280354e-008	0.000000e+000
1.620808806383403e-008	0.000000e+000
1.622018666329860e-008	0.000000e+000
1.622772129113300e-008	0.000000e+000
1.623877111479034e-008	0.000000e+000
1.624934215414901e-008	0.000000e+000
1.626167532089434e-008	0.000000e+000
1.627280544696260e-008	0.000000e+000
1.628916735409496e-008	0.000000e+000
1.630957931880716e-008	0.000000e+000
1.634460265464622e-008	0.000000e+000
1.639669320373850e-008	0.000000e+000
1.650087430192305e-008	0.000000e+000
1.670898005422901e-008	0.000000e+000
1.712519155884093e-008	0.000000e+000
1.795761456806477e-008	0.000000e+000
1.893417706806477e-008	0.000000e+000
1.991073956806477e-008	0.000000e+000
2.003206248691267e-008	0.000000e+000
2.015338540576056e-008	0.000000e+000
2.027470832460845e-008	0.000000e+000
2.039603124345634e-008	0.000000e+000
2.051735416230423e-008	0.000000e+000
2.063867708115213e-008	0.000000e+000
2.076000000000002e-008	0.000000e+000
2.082158345548190e-008	0.000000e+000
2.087683308903623e-008	0.000000e+000
2.091483602060153e-008	0.000000e+000
2.094932942457960e-008	0.000000e+000
2.100000000000000e-008	0.000000e+000
2.100167394308344e-008	0.000000e+000
2.100502182925032e-008	0.000000e+000
2.101171760158408e-008	0.000000e+000
2.102170373508221e-008	0.000000e+000
2.103364947564728e-008	0.000000e+000
2.104528985602491e-008	0.000000e+000
2.104735571074629e-008	0.000000e+000
2.105148742018905e-008	0.000000e+000
2.105975083907456e-008	0.000000e+000
2.106000000000000e-008	0.000000e+000
2.106021780431886e-008	0.000000e+000
2.106065341295659e-008	0.000000e+000
2.106152463023204e-008	0.000000e+000
2.106326706478295e-008	0.000000e+000
2.106675193388476e-008	0.000000e+000
2.107372167208839e-008	0.000000e+000
2.108708332874596e-008	0.000000e+000
2.111380664206110e-008	0.000000e+000
2.116725326869139e-008	0.000000e+000
2.126697266321886e-008	0.000000e+000
2.135521313372967e-008	0.000000e+000
2.139441643535330e-008	0.000000e+000
2.142104753784272e-008	0.000000e+000
2.145299446560809e-008	0.000000e+000
2.148576721194931e-008	0.000000e+000
2.152375945241749e-008	0.000000e+000
2.156288943852023e-008	0.000000e+000
2.161694191560412e-008	0.000000e+000
2.166798207187560e-008	0.000000e+000
2.173214135525719e-008	0.000000e+000
2.181344526215025e-008	0.000000e+000
2.190520439499250e-008	0.000000e+000
2.200609835650193e-008	0.000000e+000
2.211308655800151e-008	0.000000e+000
2.222800600816580e-008	0.000000e+000
2.245784490849439e-008	0.000000e+000
2.291752270915156e-008	0.000000e+000
2.383687831046589e-008	0.000000e+000
2.481344081046589e-008	0.000000e+000
2.508343750000000e-008	0.000000e+000
2.552000662093178e-008	0.000000e+000
2.558000662093178e-008	0.000000e+000
2.570000662093177e-008	0.000000e+000
2.582000000000002e-008	0.000000e+000
2.588001324186351e-008	0.000000e+000
2.593997351627301e-008	0.000000e+000
2.600007945118098e-008	0.000000e+000
2.606000000000000e-008	0.000000e+000
2.606146830152108e-008	0.000000e+000
2.606440490456323e-008	0.000000e+000
2.607027811064754e-008	0.000000e+000
2.608202452281616e-008	0.000000e+000
2.609628947277338e-008	0.000000e+000
2.610340313910475e-008	0.000000e+000
2.610577266733725e-008	0.000000e+000
2.611051172380225e-008	0.000000e+000
2.611152411989208e-008	0.000000e+000
2.611354891207174e-008	0.000000e+000
2.611595041564068e-008	0.000000e+000
2.612000000000000e-008	0.000000e+000
2.612040495843593e-008	0.000000e+000
2.612121487530780e-008	0.000000e+000
2.612283470905152e-008	0.000000e+000
2.612607437653898e-008	0.000000e+000
2.613255371151389e-008	0.000000e+000
2.614551238146371e-008	0.000000e+000
2.615785786104002e-008	0.000000e+000
2.617047033271987e-008	0.000000e+000
2.618129406809522e-008	0.000000e+000
2.619339817309385e-008	0.000000e+000
2.620507862593045e-008	0.000000e+000
2.621890023258899e-008	0.000000e+000
2.622742503308827e-008	0.000000e+000
2.623721835367435e-008	0.000000e+000
2.624729953968064e-008	0.000000e+000
2.625785857185944e-008	0.000000e+000
2.626959400681194e-008	0.000000e+000
2.628397327408970e-008	0.000000e+000
2.630372531635816e-008	0.000000e+000
2.633231719096220e-008	0.000000e+000
2.637933055986349e-008	0.000000e+000
2.646617075624365e-008	0.000000e+000
2.663985114900395e-008	0.000000e+000
2.698721193452456e-008	0.000000e+000
2.768193350556578e-008	0.000000e+000
2.865849600556578e-008	0.000000e+000
2.963505850556578e-008	0.000000e+000
3.080285103339468e-008	0.000000e+000
3.086285103339469e-008	0.000000e+000
3.093140413357879e-008	0.000000e+000
3.096561653431516e-008	0.000000e+000
3.100000000000000e-008	0.000000e+000
3.100168251449692e-008	0.000000e+000
3.100504754349077e-008	0.000000e+000
3.101177760147847e-008	0.000000e+000
3.102171830576405e-008	0.000000e+000
3.103365712246830e-008	0.000000e+000
3.104529092507913e-008	0.000000e+000
3.104737263691008e-008	0.000000e+000
3.105153606057198e-008	0.000000e+000
3.105986290789578e-008	0.000000e+000
3.106000000000000e-008	0.000000e+000
3.106022139015284e-008	0.000000e+000
3.106066417045853e-008	0.000000e+000
3.106142767961378e-008	0.000000e+000
3.106295469792428e-008	0.000000e+000
3.106600873454527e-008	0.000000e+000
3.107211680778726e-008	0.000000e+000
3.108433295427125e-008	0.000000e+000
3.110838557030990e-008	0.000000e+000
3.115649080238719e-008	0.000000e+000
3.124409538306986e-008	0.000000e+000
3.134694660722335e-008	0.000000e+000
3.138853731827013e-008	0.000000e+000
3.141629867794955e-008	0.000000e+000
3.144367762183813e-008	0.000000e+000
3.147457576313323e-008	0.000000e+000
3.151039970784413e-008	0.000000e+000
3.154906671231158e-008	0.000000e+000
3.159288611600553e-008	0.000000e+000
3.164554472933058e-008	0.000000e+000
3.170064592906732e-008	0.000000e+000
3.177257820355761e-008	0.000000e+000
3.185142340617788e-008	0.000000e+000
3.196032754818195e-008	0.000000e+000
3.206657732876640e-008	0.000000e+000
3.218629986392288e-008	0.000000e+000
3.232416098708299e-008	0.000000e+000
3.259988323340318e-008	0.000000e+000
3.315132772604358e-008	0.000000e+000
3.412789022604358e-008	0.000000e+000
3.510445272604358e-008	0.000000e+000
3.516445272604358e-008	0.000000e+000
3.528445272604358e-008	0.000000e+000
3.552445272604359e-008	0.000000e+000
3.557999999999999e-008	0.000000e+000
3.569109454791280e-008	0.000000e+000
3.583781090417439e-008	0.000000e+000
3.589781090417439e-008	0.000000e+000
3.594000000000000e-008	0.000000e+000
3.597562180834879e-008	0.000000e+000
3.598875638330244e-008	0.000000e+000
3.601502553320975e-008	0.000000e+000
3.606000000000001e-008	0.000000e+000
3.606148200824969e-008	0.000000e+000
3.606444602474907e-008	0.000000e+000
3.607037405774782e-008	0.000000e+000
3.608223012374532e-008	0.000000e+000
3.609639439309369e-008	0.000000e+000
3.610343956471846e-008	0.000000e+000
3.610590965675046e-008	0.000000e+000
3.611084984081445e-008	0.000000e+000
3.612000000000000e-008	0.000000e+000
3.612091501591856e-008	0.000000e+000
3.612274504775567e-008	0.000000e+000
3.612640511142989e-008	0.000000e+000
3.613372523877834e-008	0.000000e+000
3.614645796559902e-008	0.000000e+000
3.615976083459767e-008	0.000000e+000
3.617170482035487e-008	0.000000e+000
3.618277021916551e-008	0.000000e+000
3.619511787016396e-008	0.000000e+000
3.620769356812901e-008	0.000000e+000
3.622144356901536e-008	0.000000e+000
3.622964603680318e-008	0.000000e+000
3.624066039365448e-008	0.000000e+000
3.625258844863521e-008	0.000000e+000
3.626365129516450e-008	0.000000e+000
3.627617502377666e-008	0.000000e+000
3.629224103453843e-008	0.000000e+000
3.631645152836114e-008	0.000000e+000
3.635197924946033e-008	0.000000e+000
3.641545683614530e-008	0.000000e+000
3.653698139111980e-008	0.000000e+000
3.678003050106881e-008	0.000000e+000
3.726612872096684e-008	0.000000e+000
3.823832516076289e-008	0.000000e+000
3.921488766076288e-008	0.000000e+000
4.002343750000001e-008	0.000000e+000
4.020343750000002e-008	0.000000e+000
4.052000000000000e-008	0.000000e+000
4.067312499999993e-008	0.000000e+000
4.073500000000053e-008	0.000000e+000
4.081750000000133e-008	0.000000e+000
4.093000000001163e-008	0.000000e+000
4.095999999997676e-008	0.000000e+000
4.100000000000000e-008	0.000000e+000
4.100167925934908e-008	0.000000e+000
4.100503777804723e-008	0.000000e+000
4.101175481544354e-008	0.000000e+000
4.102171283973773e-008	0.000000e+000
4.103365444284147e-008	0.000000e+000
4.104529000921373e-008	0.000000e+000
4.104736586799488e-008	0.000000e+000
4.105151758555718e-008	0.000000e+000
4.105982102068179e-008	0.000000e+000
4.106000000000000e-008	0.000000e+000
4.106021995192409e-008	0.000000e+000
4.106065985577226e-008	0.000000e+000
4.106148717843750e-008	0.000000e+000
4.106314182376799e-008	0.000000e+000
4.106645111442896e-008	0.000000e+000
4.107306969575089e-008	0.000000e+000
4.108614731210131e-008	0.000000e+000
4.111230254480216e-008	0.000000e+000
4.116461301020386e-008	0.000000e+000
4.125991968885325e-008	0.000000e+000
4.136173689790311e-008	0.000000e+000
4.140324177521961e-008	0.000000e+000
4.143099737229262e-008	0.000000e+000
4.147432138548100e-008	0.000000e+000
4.151415837499833e-008	0.000000e+000
4.155034809764331e-008	0.000000e+000
4.159538249815178e-008	0.000000e+000
4.165267775101107e-008	0.000000e+000
4.170500384548943e-008	0.000000e+000
4.177726338983674e-008	0.000000e+000
4.185774097855640e-008	0.000000e+000
4.195974441667839e-008	0.000000e+000
4.207036440319934e-008	0.000000e+000
4.218400099666981e-008	0.000000e+000
4.233491096865166e-008	0.000000e+000
4.263673091261535e-008	0.000000e+000
4.323755832789533e-008	0.000000e+000
4.421412082789533e-008	0.000000e+000
4.508343750000001e-008	0.000000e+000
4.514343750000001e-008	0.000000e+000
4.526343750000001e-008	0.000000e+000
4.550343750000002e-008	0.000000e+000
4.557999999999999e-008	0.000000e+000
4.573312499999993e-008	0.000000e+000
4.575375000000013e-008	0.000000e+000
4.579500000000052e-008	0.000000e+000
4.587750000000132e-008	0.000000e+000
4.589499999999841e-008	0.000000e+000
4.592999999999260e-008	0.000000e+000
4.599000000001162e-008	0.000000e+000
4.601999999997676e-008	0.000000e+000
4.606000000000000e-008	0.000000e+000
4.606148887879551e-008	0.000000e+000
4.606446663638651e-008	0.000000e+000
4.607042215156852e-008	0.000000e+000
4.608233318193255e-008	0.000000e+000
4.609644641151622e-008	0.000000e+000
4.610345859895234e-008	0.000000e+000
4.610597562512775e-008	0.000000e+000
4.611100967747857e-008	0.000000e+000
4.612000000000000e-008	0.000000e+000
4.612089903225214e-008	0.000000e+000
4.612269709675643e-008	0.000000e+000
4.612629322576501e-008	0.000000e+000
4.613348548378216e-008	0.000000e+000
4.614611541460323e-008	0.000000e+000
4.615925168231549e-008	0.000000e+000
4.617143220033634e-008	0.000000e+000
4.618244188648704e-008	0.000000e+000
4.619483746962098e-008	0.000000e+000
4.620746778143719e-008	0.000000e+000
4.622235141299716e-008	0.000000e+000
4.623106077001354e-008	0.000000e+000
4.624207951608537e-008	0.000000e+000
4.625246336806603e-008	0.000000e+000
4.626420991793804e-008	0.000000e+000
4.627626729253234e-008	0.000000e+000
4.629353628013545e-008	0.000000e+000
4.631644292221089e-008	0.000000e+000
4.635406392309862e-008	0.000000e+000
4.641522118815379e-008	0.000000e+000
4.653753571826412e-008	0.000000e+000
4.678216477848480e-008	0.000000e+000
4.727142289892615e-008	0.000000e+000
4.824798539892614e-008	0.000000e+000
4.922454789892614e-008	0.000000e+000
5.002343750000000e-008	0.000000e+000
5.020343750000001e-008	0.000000e+000
5.051999999999999e-008	0.000000e+000
5.067312499999992e-008	0.000000e+000
5.073500000000052e-008	0.000000e+000
5.083499999999841e-008	0.000000e+000
5.093000000001162e-008	0.000000e+000
5.095999999997675e-008	0.000000e+000
5.100000000000000e-008	0.000000e+000
5.100167925753681e-008	0.000000e+000
5.100503777261043e-008	0.000000e+000
5.101175480275768e-008	0.000000e+000
5.102171299763601e-008	0.000000e+000
5.103365464229665e-008	0.000000e+000
5.104528962981758e-008	0.000000e+000
5.104736559706614e-008	0.000000e+000
5.105151753156327e-008	0.000000e+000
5.105982140055753e-008	0.000000e+000
5.106000000000000e-008	0.000000e+000
5.106021996218850e-008	0.000000e+000
5.106065988656549e-008	0.000000e+000
5.106148662585144e-008	0.000000e+000
5.106314010442332e-008	0.000000e+000
5.106644706156708e-008	0.000000e+000
5.107306097585459e-008	0.000000e+000
5.108613529531404e-008	0.000000e+000
5.111228393423294e-008	0.000000e+000
5.116458121207074e-008	0.000000e+000
5.125990868638123e-008	0.000000e+000
5.136215388741382e-008	0.000000e+000
5.140371573869148e-008	0.000000e+000
5.143141561116245e-008	0.000000e+000
5.146957251277445e-008	0.000000e+000
5.150735715967194e-008	0.000000e+000
5.154376706266497e-008	0.000000e+000
5.158594953395012e-008	0.000000e+000
5.163609675518832e-008	0.000000e+000
5.169308066990261e-008	0.000000e+000
5.176516082933715e-008	0.000000e+000
5.184004908318873e-008	0.000000e+000
5.193986532235962e-008	0.000000e+000
5.204570151001293e-008	0.000000e+000
5.216247826271393e-008	0.000000e+000
5.229316370953433e-008	0.000000e+000
5.255453460317515e-008	0.000000e+000
5.307727639045678e-008	0.000000e+000
5.405383889045678e-008	0.000000e+000
5.503040139045677e-008	0.000000e+000
5.508343750000000e-008	0.000000e+000
5.518950971908646e-008	0.000000e+000
5.540165415725938e-008	0.000000e+000
5.563571112365416e-008	0.000000e+000
5.569571112365417e-008	0.000000e+000
5.581571112365417e-008	0.000000e+000
5.581999999999999e-008	0.000000e+000
5.582857775269164e-008	0.000000e+000
5.584573325807493e-008	0.000000e+000
5.588004426884152e-008	0.000000e+000
5.600000000000000e-008	0.000000e+000
5.606000000000000e-008	0.000000e+000
5.606146753487936e-008	0.000000e+000
5.606440260463807e-008	0.000000e+000
5.607027274415550e-008	0.000000e+000
5.608201302319036e-008	0.000000e+000
5.609628752865903e-008	0.000000e+000
5.610338575809744e-008	0.000000e+000
5.610580354112319e-008	0.000000e+000
5.611063910717468e-008	0.000000e+000
5.612000000000000e-008	0.000000e+000
5.612093608928253e-008	0.000000e+000
5.612280826784760e-008	0.000000e+000
5.612655262497773e-008	0.000000e+000
5.613404133923799e-008	0.000000e+000
5.614688865789706e-008	0.000000e+000
5.616040262561619e-008	0.000000e+000
5.617212149591039e-008	0.000000e+000
5.618317815917575e-008	0.000000e+000
5.619554398054457e-008	0.000000e+000
5.620794637018374e-008	0.000000e+000
5.622055149663701e-008	0.000000e+000
5.622830127706181e-008	0.000000e+000
5.623931352865158e-008	0.000000e+000
5.625032088077497e-008	0.000000e+000
5.626216165159625e-008	0.000000e+000
5.627374488237620e-008	0.000000e+000
5.628993756908793e-008	0.000000e+000
5.631150041845164e-008	0.000000e+000
5.634641329873479e-008	0.000000e+000
5.640170371798619e-008	0.000000e+000
5.651228455648897e-008	0.000000e+000
5.673296356632293e-008	0.000000e+000
5.717432158599085e-008	0.000000e+000
5.805703762532670e-008	0.000000e+000
5.903360012532670e-008	0.000000e+000
6.001016262532670e-008	0.000000e+000
6.004998724934657e-008	0.000000e+000
6.010308674803973e-008	0.000000e+000
6.021935160047813e-008	0.000000e+000
6.033561645291651e-008	0.000000e+000
6.045188130535491e-008	0.000000e+000
6.056814615779330e-008	0.000000e+000
6.068441101023169e-008	0.000000e+000
6.080067586267008e-008	0.000000e+000
6.091694071510848e-008	0.000000e+000
6.095388143021696e-008	0.000000e+000
6.097223713956604e-008	0.000000e+000
6.100000000000000e-008	0.000000e+000
6.100168695280464e-008	0.000000e+000
6.100506085841392e-008	0.000000e+000
6.101180866963248e-008	0.000000e+000
6.102172700813908e-008	0.000000e+000
6.103366206666669e-008	0.000000e+000
6.104528969148970e-008	0.000000e+000
6.104738059153359e-008	0.000000e+000
6.105156239162138e-008	0.000000e+000
6.105992599179695e-008	0.000000e+000
6.106000000000001e-008	0.000000e+000
6.106014801640612e-008	0.000000e+000
6.106044404921833e-008	0.000000e+000
6.106103583320398e-008	0.000000e+000
6.106221940117529e-008	0.000000e+000
6.106458653711788e-008	0.000000e+000
6.106932080900306e-008	0.000000e+000
6.107878935277344e-008	0.000000e+000
6.109647897437873e-008	0.000000e+000
6.113185821758931e-008	0.000000e+000
6.120048287777656e-008	0.000000e+000
6.133773219815103e-008	0.000000e+000
6.138540916744406e-008	0.000000e+000
6.141669244008862e-008	0.000000e+000
6.144236731050434e-008	0.000000e+000
6.147470209613736e-008	0.000000e+000
6.150917878160656e-008	0.000000e+000
6.154866011642410e-008	0.000000e+000
6.158876494154708e-008	0.000000e+000
6.163702071224606e-008	0.000000e+000
6.169226371242887e-008	0.000000e+000
6.176249936975929e-008	0.000000e+000
6.183655956846557e-008	0.000000e+000
6.193443050747461e-008	0.000000e+000
6.203997580847701e-008	0.000000e+000
6.215680976082035e-008	0.000000e+000
6.228564689114460e-008	0.000000e+000
6.254332115179311e-008	0.000000e+000
6.305866967309014e-008	0.000000e+000
6.403523217309014e-008	0.000000e+000
6.501179467309013e-008	0.000000e+000
6.508343750000001e-008	0.000000e+000
6.522672315381977e-008	0.000000e+000
6.551329446145930e-008	0.000000e+000
6.557329446145930e-008	0.000000e+000
6.569329446145930e-008	0.000000e+000
6.582000000000000e-008	0.000000e+000
6.588000000000001e-008	0.000000e+000
6.594000000000001e-008	0.000000e+000
6.600000000000001e-008	0.000000e+000
6.606000000000001e-008	0.000000e+000
6.606146713060910e-008	0.000000e+000
6.606440139182729e-008	0.000000e+000
6.607026991426365e-008	0.000000e+000
6.608200695913639e-008	0.000000e+000
6.609628679246464e-008	0.000000e+000
6.610338103234635e-008	0.000000e+000
6.610581152023660e-008	0.000000e+000
6.611067249601710e-008	0.000000e+000
6.612000000000001e-008	0.000000e+000
6.612093275039830e-008	0.000000e+000
6.612279825119488e-008	0.000000e+000
6.612652925278806e-008	0.000000e+000
6.613399125597439e-008	0.000000e+000
6.614681065354327e-008	0.000000e+000
6.616028233022106e-008	0.000000e+000
6.617204842609693e-008	0.000000e+000
6.618309221128924e-008	0.000000e+000
6.619545979322754e-008	0.000000e+000
6.620789572482884e-008	0.000000e+000
6.622070023498047e-008	0.000000e+000
6.622853382191097e-008	0.000000e+000
6.623953679386212e-008	0.000000e+000
6.625071791091213e-008	0.000000e+000
6.626238820057878e-008	0.000000e+000
6.627414928999023e-008	0.000000e+000
6.629029428071706e-008	0.000000e+000
6.631232900503354e-008	0.000000e+000
6.634727252618618e-008	0.000000e+000
6.640394198576278e-008	0.000000e+000
6.651728090491599e-008	0.000000e+000
6.674370364588446e-008	0.000000e+000
6.719654912782141e-008	0.000000e+000
6.810224009169531e-008	0.000000e+000
6.907880259169530e-008	0.000000e+000
7.005536509169530e-008	0.000000e+000
7.023536509169527e-008	0.000000e+000
7.052000000000009e-008	0.000000e+000
7.060926981660983e-008	0.000000e+000
7.078780944982931e-008	0.000000e+000
7.088000000000002e-008	0.000000e+000
7.093561889965855e-008	0.000000e+000
7.100000000000001e-008	0.000000e+000
7.100178085880072e-008	0.000000e+000
7.100534257640215e-008	0.000000e+000
7.101246601160500e-008	0.000000e+000
7.102197314970664e-008	0.000000e+000
7.103378498394710e-008	0.000000e+000
7.104529473822756e-008	0.000000e+000
7.104755030154592e-008	0.000000e+000
7.105206142818265e-008	0.000000e+000
7.106000000000000e-008	0.000000e+000
7.106079385718173e-008	0.000000e+000
7.106238157154521e-008	0.000000e+000
7.106555700027215e-008	0.000000e+000
7.107190785772603e-008	0.000000e+000
7.108235758283368e-008	0.000000e+000
7.110325703304897e-008	0.000000e+000
7.114505593347955e-008	0.000000e+000
7.122812397149307e-008	0.000000e+000
7.133987833931973e-008	0.000000e+000
7.138293874043320e-008	0.000000e+000
7.141295849946694e-008	0.000000e+000
7.143743908750009e-008	0.000000e+000
7.147017680147040e-008	0.000000e+000
7.150411985810601e-008	0.000000e+000
7.154426915584455e-008	0.000000e+000
7.158227631592252e-008	0.000000e+000
7.163162363384578e-008	0.000000e+000
7.168814131486954e-008	0.000000e+000
